omega_tau,C_12,C_13,C_23,K_3
0.0,1.0,1.0,1.0,1.0
0.006289474781961547,1.0,1.0,1.0,1.0
0.012578949563923095,1.0,0.9998,1.0,1.0002
0.018868424345884642,0.9996,0.9992,0.9998,1.0002
0.02515789912784619,0.9996,0.9992,1.0,1.0004
0.03144737390980774,0.9994,0.9978,0.9996,1.0012
0.037736848691769284,0.9988,0.998,1.0,1.0008000000000001
0.04402632347373083,0.999,0.9962,0.9996,1.0024000000000002
0.05031579825569238,0.999,0.9954,0.9986,1.0022000000000002
0.056605273037653926,0.9968,0.9934,0.9966,1.0
0.06289474781961547,0.9988,0.992,0.9976,1.0044
0.06918422260157703,0.9986,0.9906,0.9972,1.0051999999999999
0.07547369738353857,0.998,0.9894,0.9976,1.0062000000000002
0.08176317216550011,0.9972,0.9854,0.9964,1.0081999999999998
0.08805264694746166,0.9962,0.9842,0.9968,1.0088
0.09434212172942322,0.9958,0.985,0.996,1.0068000000000001
0.10063159651138476,0.9958,0.9798,0.9948,1.0108000000000001
0.1069210712933463,0.9934,0.9778,0.9944,1.01
0.11321054607530785,0.993,0.9758,0.9942,1.0114
0.1195000208572694,0.9928,0.9692,0.9934,1.017
0.12578949563923095,0.9946,0.9688,0.9914,1.0171999999999999
0.1320789704211925,0.9916,0.9654,0.9916,1.0178
0.13836844520315406,0.9894,0.9584,0.9904,1.0213999999999999
0.1446579199851156,0.9882,0.9528,0.9888,1.0242
0.15094739476707714,0.989,0.955,0.9852,1.0192
0.15723686954903868,0.988,0.9466,0.988,1.0293999999999999
0.16352634433100022,0.9868,0.9478,0.9866,1.0256
0.16981581911296179,0.9846,0.9388,0.9852,1.0310000000000001
0.17610529389492333,0.9834,0.9362,0.9832,1.0304000000000002
0.18239476867688487,0.985,0.934,0.9826,1.0335999999999999
0.18868424345884643,0.9866,0.9316,0.9796,1.0346000000000002
0.19497371824080797,0.9806,0.9228,0.9828,1.0406
0.20126319302276952,0.9834,0.9226,0.9764,1.0372
0.20755266780473106,0.9774,0.9166,0.9798,1.0406
0.2138421425866926,0.9776,0.907,0.978,1.0486
0.22013161736865416,0.9784,0.9048,0.9732,1.0468
0.2264210921506157,0.9744,0.8992,0.9766,1.0518
0.23271056693257725,0.9708,0.8998,0.9758,1.0468000000000002
0.2390000417145388,0.973,0.8878,0.9738,1.0590000000000002
0.24528951649650035,0.9732,0.8912,0.971,1.053
0.2515789912784619,0.9698,0.8706,0.9674,1.0666
0.25786846606042346,0.9642,0.8658,0.9648,1.0631999999999997
0.264157940842385,0.9648,0.8616,0.963,1.0661999999999998
0.27044741562434654,0.9592,0.86,0.9568,1.056
0.2767368904063081,0.9638,0.8588,0.9564,1.0614
0.2830263651882696,0.9616,0.8442,0.9576,1.0750000000000002
0.2893158399702312,0.9584,0.8378,0.9612,1.0817999999999999
0.2956053147521927,0.9544,0.829,0.9576,1.083
0.3018947895341543,0.9554,0.8248,0.9524,1.083
0.30818426431611584,0.952,0.8126,0.9572,1.0966
0.31447373909807735,0.9498,0.8126,0.952,1.0892
0.3207632138800389,0.9432,0.8064,0.9464,1.0832000000000002
