omega_tau,C_12,C_13,C_23,K_3
0.0,-0.748,-0.798,1.0,1.05
0.006289474781961547,-0.808,-0.79,1.0,0.982
0.012578949563923095,-0.794,-0.816,1.0,1.0219999999999998
0.018868424345884642,-0.828,-0.814,1.0,0.986
0.02515789912784619,-0.808,-0.836,1.0,1.028
0.03144737390980774,-0.81,-0.834,1.0,1.024
0.037736848691769284,-0.834,-0.842,1.0,1.008
0.04402632347373083,-0.818,-0.858,0.998,1.038
0.05031579825569238,-0.864,-0.866,0.998,1.0
0.056605273037653926,-0.834,-0.864,0.996,1.026
0.06289474781961547,-0.846,-0.874,0.998,1.026
0.06918422260157703,-0.838,-0.884,0.996,1.042
0.07547369738353857,-0.87,-0.886,1.0,1.016
0.08176317216550011,-0.814,-0.89,0.994,1.07
0.08805264694746166,-0.848,-0.874,0.996,1.022
0.09434212172942322,-0.844,-0.91,0.994,1.06
0.10063159651138476,-0.85,-0.896,0.986,1.032
0.1069210712933463,-0.86,-0.912,0.998,1.05
0.11321054607530785,-0.878,-0.91,0.994,1.026
0.1195000208572694,-0.872,-0.936,0.994,1.058
0.12578949563923095,-0.856,-0.928,0.996,1.068
0.1320789704211925,-0.88,-0.926,0.998,1.044
0.13836844520315406,-0.88,-0.942,0.99,1.052
0.1446579199851156,-0.912,-0.952,0.984,1.024
0.15094739476707714,-0.872,-0.954,0.99,1.072
0.15723686954903868,-0.866,-0.944,0.988,1.0659999999999998
0.16352634433100022,-0.896,-0.956,0.986,1.0459999999999998
0.16981581911296179,-0.9,-0.944,0.986,1.0299999999999998
0.17610529389492333,-0.898,-0.948,0.98,1.0299999999999998
0.18239476867688487,-0.912,-0.952,0.982,1.0219999999999998
0.18868424345884643,-0.908,-0.962,0.99,1.044
0.19497371824080797,-0.894,-0.946,0.986,1.0379999999999998
0.20126319302276952,-0.906,-0.966,0.986,1.0459999999999998
0.20755266780473106,-0.94,-0.968,0.988,1.016
0.2138421425866926,-0.93,-0.974,0.968,1.012
0.22013161736865416,-0.902,-0.994,0.978,1.0699999999999998
0.2264210921506157,-0.926,-0.986,0.968,1.028
0.23271056693257725,-0.914,-0.988,0.972,1.0459999999999998
0.2390000417145388,-0.92,-0.992,0.97,1.0419999999999998
0.24528951649650035,-0.922,-0.99,0.972,1.04
0.2515789912784619,-0.95,-0.986,0.964,1.0
0.25786846606042346,-0.952,-1.0,0.974,1.022
0.264157940842385,-0.932,-0.992,0.966,1.0259999999999998
0.27044741562434654,-0.93,-1.0,0.972,1.0419999999999998
0.2767368904063081,-0.956,-0.994,0.952,0.99
0.2830263651882696,-0.922,-0.998,0.976,1.052
0.2893158399702312,-0.934,-0.996,0.962,1.024
0.2956053147521927,-0.95,-1.0,0.954,1.004
0.3018947895341543,-0.922,-0.998,0.962,1.0379999999999998
0.30818426431611584,-0.946,-1.0,0.958,1.012
0.31447373909807735,-0.948,-1.0,0.948,1.0
0.3207632138800389,-0.94,-1.0,0.96,1.02
0.32705268866200043,-0.936,-1.0,0.948,1.012
0.333342163443962,-0.932,-1.0,0.958,1.0259999999999998
0.33963163822592357,-0.946,-1.0,0.942,0.996
0.3459211130078851,-0.954,-1.0,0.94,0.986
0.35221058778984665,-0.964,-1.0,0.924,0.9600000000000001
0.3585000625718082,-0.97,-1.0,0.938,0.968
0.36478953735376973,-0.964,-1.0,0.926,0.9620000000000001
0.3710790121357313,-0.96,-0.988,0.936,0.9640000000000001
0.37736848691769287,-0.98,-0.992,0.906,0.918
0.3836579616996544,-0.96,-0.996,0.94,0.976
0.38994743648161595,-0.97,-0.994,0.926,0.9500000000000001
0.39623691126357746,-0.958,-0.982,0.888,0.912
0.40252638604553903,-0.962,-0.978,0.928,0.9440000000000001
0.4088158608275006,-0.966,-0.976,0.922,0.932
0.4151053356094621,-0.974,-0.978,0.924,0.928
0.4213948103914237,-0.976,-0.98,0.914,0.918
0.4276842851733852,-0.972,-0.982,0.914,0.924
0.43397375995534676,-0.98,-0.98,0.918,0.918
0.44026323473730833,-0.976,-0.966,0.884,0.874
0.44655270951926984,-0.982,-0.974,0.916,0.908
0.4528421843012314,-0.992,-0.982,0.892,0.882
0.459131659083193,-0.974,-0.976,0.904,0.906
