omega_tau,C_12,C_13,C_23,K_3
0.0,0.8362,0.8422,0.8718,0.8658000000000002
0.006289474781961547,0.8492,0.8344,0.8672,0.8819999999999999
0.012578949563923095,0.8442,0.8376,0.874,0.8805999999999999
0.018868424345884642,0.8388,0.835,0.883,0.8868
0.02515789912784619,0.8434,0.8414,0.8808,0.8828000000000001
0.03144737390980774,0.8388,0.842,0.8802,0.8769999999999999
0.037736848691769284,0.8302,0.84,0.873,0.8632000000000001
0.04402632347373083,0.8448,0.8356,0.873,0.8822
0.05031579825569238,0.8266,0.8294,0.8702,0.8674000000000001
0.056605273037653926,0.8316,0.8348,0.8736,0.8704000000000001
0.06289474781961547,0.8342,0.8286,0.8738,0.8794000000000002
0.06918422260157703,0.8454,0.8224,0.8784,0.9014
0.07547369738353857,0.8324,0.8272,0.8822,0.8873999999999999
0.08176317216550011,0.843,0.8284,0.8746,0.8892
0.08805264694746166,0.8456,0.8266,0.8822,0.9012
0.09434212172942322,0.8448,0.8312,0.8694,0.8829999999999999
0.10063159651138476,0.8342,0.8292,0.873,0.878
0.1069210712933463,0.8336,0.821,0.871,0.8836000000000002
0.11321054607530785,0.843,0.8214,0.8742,0.8958
0.1195000208572694,0.8336,0.8078,0.87,0.8958
0.12578949563923095,0.8266,0.8044,0.8716,0.8937999999999999
0.1320789704211925,0.8378,0.8152,0.866,0.8886
0.13836844520315406,0.8362,0.8082,0.8686,0.8966000000000001
0.1446579199851156,0.8342,0.803,0.873,0.9042
0.15094739476707714,0.8276,0.8102,0.8678,0.8852
0.15723686954903868,0.83,0.8036,0.8724,0.8987999999999999
0.16352634433100022,0.8312,0.7974,0.8684,0.9022
0.16981581911296179,0.8388,0.7806,0.8742,0.9324000000000001
0.17610529389492333,0.8284,0.7744,0.8616,0.9156
0.18239476867688487,0.8168,0.789,0.8676,0.8954000000000001
0.18868424345884643,0.8382,0.7804,0.8552,0.913
0.19497371824080797,0.8238,0.7666,0.86,0.9172
0.20126319302276952,0.8272,0.758,0.8518,0.921
0.20755266780473106,0.8192,0.779,0.8614,0.9016000000000001
0.2138421425866926,0.8136,0.766,0.8546,0.9022000000000001
0.22013161736865416,0.811,0.7578,0.8518,0.905
0.2264210921506157,0.822,0.7554,0.8488,0.9153999999999999
0.23271056693257725,0.7984,0.7534,0.8468,0.8918
0.2390000417145388,0.8246,0.7374,0.8418,0.9289999999999998
0.24528951649650035,0.8236,0.7372,0.8432,0.9295999999999999
0.2515789912784619,0.809,0.7298,0.8488,0.9279999999999999
0.25786846606042346,0.8196,0.7228,0.8448,0.9416000000000001
0.264157940842385,0.8104,0.7182,0.836,0.9281999999999999
0.27044741562434654,0.8102,0.7198,0.8506,0.9410000000000001
0.2767368904063081,0.8092,0.7122,0.844,0.941
0.2830263651882696,0.802,0.7142,0.8404,0.9282000000000001
0.2893158399702312,0.8068,0.704,0.846,0.9488000000000001
0.2956053147521927,0.8006,0.7048,0.8394,0.9352000000000001
0.3018947895341543,0.8086,0.7044,0.8262,0.9304
0.30818426431611584,0.8076,0.682,0.8344,0.9599999999999999
0.31447373909807735,0.8002,0.6758,0.8374,0.9618
0.3207632138800389,0.8032,0.6808,0.8192,0.9416000000000001
0.32705268866200043,0.7952,0.6706,0.8272,0.9518000000000001
0.333342163443962,0.7784,0.65,0.8266,0.955
0.33963163822592357,0.787,0.647,0.8214,0.9614
0.3459211130078851,0.7724,0.643,0.8276,0.9570000000000001
0.35221058778984665,0.7826,0.6328,0.8186,0.9683999999999999
0.3585000625718082,0.7884,0.6484,0.8212,0.9611999999999999
0.36478953735376973,0.7886,0.6216,0.8228,0.9897999999999999
0.3710790121357313,0.7844,0.625,0.8104,0.9698
0.37736848691769287,0.7766,0.613,0.8024,0.966
0.3836579616996544,0.7888,0.6108,0.8154,0.9934000000000001
0.38994743648161595,0.7796,0.6012,0.8144,0.9927999999999999
0.39623691126357746,0.7744,0.5886,0.8132,0.9990000000000001
0.40252638604553903,0.7754,0.6018,0.8074,0.981
0.4088158608275006,0.7806,0.5744,0.8068,1.013
0.4151053356094621,0.7596,0.5678,0.8038,0.9956000000000002
0.4213948103914237,0.757,0.5548,0.7942,0.9964000000000002
0.4276842851733852,0.7744,0.5372,0.7918,1.029
0.43397375995534676,0.765,0.5446,0.7866,1.0070000000000001
0.44026323473730833,0.753,0.533,0.7926,1.0126
0.44655270951926984,0.7566,0.5204,0.7986,1.0348000000000002
0.4528421843012314,0.7482,0.5312,0.7876,1.0046
0.459131659083193,0.7506,0.5158,0.7854,1.0202
0.4654211338651545,0.749,0.5104,0.784,1.0226
0.47171060864711606,0.7458,0.4884,0.7862,1.0436
0.4780000834290776,0.7408,0.4738,0.7688,1.0358
0.48428955821103914,0.7498,0.4668,0.7842,1.0672000000000001
0.4905790329930007,0.7348,0.4744,0.7726,1.0330000000000001
0.4968685077749622,0.7548,0.4514,0.7702,1.0735999999999999
0.5031579825569238,0.7344,0.4392,0.7598,1.0550000000000002
0.5094474573388853,0.7344,0.4334,0.7612,1.0622
0.5157369321208469,0.7384,0.4422,0.7628,1.059
0.5220264069028084,0.7276,0.4136,0.7516,1.0656
0.52831588168477,0.727,0.4102,0.7638,1.0806
0.5346053564667316,0.7294,0.4086,0.7682,1.089
0.5408948312486931,0.7198,0.3964,0.747,1.0704000000000002
0.5471843060306546,0.7192,0.4032,0.7456,1.0615999999999999
0.5534737808126162,0.7216,0.3626,0.7354,1.0944
0.5597632555945777,0.7176,0.3644,0.7478,1.101
0.5660527303765392,0.7086,0.3572,0.751,1.1024
0.5723422051585008,0.7102,0.338,0.7336,1.1058
0.5786316799404624,0.7048,0.339,0.7294,1.0952000000000002
0.5849211547224239,0.7042,0.3318,0.739,1.1114000000000002
0.5912106295043854,0.6904,0.3176,0.7406,1.1134
0.597500104286347,0.6976,0.3,0.732,1.1296
0.6037895790683085,0.6794,0.3196,0.7298,1.0896
0.6100790538502701,0.6802,0.2868,0.7046,1.098
0.6163685286322317,0.6946,0.2764,0.7104,1.1286
0.6226580034141932,0.683,0.2774,0.7164,1.1219999999999999
0.6289474781961547,0.6626,0.2728,0.7038,1.0936000000000001
0.6352369529781163,0.675,0.2534,0.7014,1.123
0.6415264277600778,0.6718,0.2488,0.7012,1.1242
0.6478159025420394,0.6726,0.221,0.6916,1.1431999999999998
0.6541053773240009,0.6704,0.2256,0.6984,1.1432
0.6603948521059625,0.653,0.2022,0.696,1.1468
0.666684326887924,0.6702,0.1886,0.6886,1.1702
0.6729738016698855,0.6584,0.192,0.676,1.1424
0.6792632764518471,0.6492,0.1748,0.6924,1.1668
0.6855527512338087,0.6428,0.1648,0.6746,1.1526
0.6918422260157702,0.6546,0.1556,0.6684,1.1674
0.6981317007977318,0.6436,0.1348,0.6674,1.1762
0.7044211755796933,0.6482,0.1268,0.679,1.2004
0.7107106503616548,0.6308,0.1072,0.6644,1.188
0.7170001251436164,0.632,0.1222,0.6666,1.1764
0.723289599925578,0.63,0.1028,0.6588,1.1860000000000002
0.7295790747075395,0.6256,0.0792,0.6486,1.195
0.7358685494895011,0.622,0.0696,0.6492,1.2016
0.7421580242714626,0.6192,0.07,0.649,1.1982
0.7484474990534241,0.6176,0.0638,0.6468,1.2006000000000001
0.7547369738353857,0.6214,0.0528,0.646,1.2146
0.7610264486173473,0.6132,0.0318,0.6382,1.2195999999999998
0.7673159233993088,0.6084,0.0332,0.62,1.1952000000000003
0.7736053981812703,0.5976,0.01,0.6328,1.2204
0.7798948729632319,0.5982,0.0126,0.6232,1.2088
0.7861843477451934,0.5866,-0.0052,0.6236,1.2154
0.7924738225271549,0.5872,-0.0068,0.6144,1.2084
0.7987632973091165,0.5828,-0.025,0.6168,1.2246
0.8050527720910781,0.5842,-0.0238,0.6084,1.2164000000000001
0.8113422468730396,0.5594,-0.0554,0.6,1.2147999999999999
0.8176317216550012,0.5728,-0.0372,0.5952,1.2051999999999998
0.8239211964369627,0.5606,-0.0684,0.5956,1.2246000000000001
0.8302106712189242,0.5652,-0.068,0.5906,1.2238000000000002
0.8365001460008858,0.5626,-0.0836,0.5954,1.2415999999999998
0.8427896207828474,0.5654,-0.0948,0.5624,1.2226000000000001
0.8490790955648089,0.55,-0.1194,0.573,1.2424
0.8553685703467704,0.5462,-0.1218,0.5794,1.2473999999999998
0.861658045128732,0.548,-0.1266,0.5696,1.2442
0.8679475199106935,0.5508,-0.137,0.566,1.2538
