omega_tau,C_12,C_13,C_23,K_3
0.0,0.394,0.4034,1.0,0.9906000000000001
0.006289474781961547,0.4028,0.3902,0.9998,1.0124
0.012578949563923095,0.3964,0.3712,1.0,1.0252
0.018868424345884642,0.3794,0.3478,1.0,1.0316
0.02515789912784619,0.3606,0.3498,0.9996,1.0104000000000002
0.03144737390980774,0.3656,0.3476,0.9994,1.0173999999999999
0.037736848691769284,0.3676,0.3342,0.9994,1.0328
0.04402632347373083,0.3602,0.3196,0.9988,1.0394
0.05031579825569238,0.3596,0.3068,0.9988,1.0516
0.056605273037653926,0.3476,0.2844,0.9982,1.0614000000000001
0.06289474781961547,0.3262,0.2822,0.9978,1.0418
0.06918422260157703,0.3576,0.2704,0.9984,1.0856
0.07547369738353857,0.3356,0.2444,0.997,1.0882
0.08176317216550011,0.3258,0.2338,0.9972,1.0892
0.08805264694746166,0.3142,0.2426,0.9966,1.0682
0.09434212172942322,0.3362,0.2406,0.9966,1.0922
0.10063159651138476,0.307,0.207,0.9944,1.0943999999999998
0.1069210712933463,0.3054,0.1918,0.9924,1.106
0.11321054607530785,0.2832,0.1978,0.9932,1.0786
0.1195000208572694,0.2806,0.1484,0.9902,1.1223999999999998
0.12578949563923095,0.306,0.1504,0.9926,1.1481999999999999
0.1320789704211925,0.2804,0.1466,0.9912,1.1249999999999998
0.13836844520315406,0.2852,0.1402,0.9906,1.1356000000000002
0.1446579199851156,0.2822,0.1172,0.9896,1.1546
0.15094739476707714,0.259,0.1166,0.9892,1.1316
0.15723686954903868,0.2526,0.0852,0.9906,1.1580000000000001
0.16352634433100022,0.242,0.0878,0.9884,1.1425999999999998
0.16981581911296179,0.2398,0.0734,0.987,1.1534
0.17610529389492333,0.2468,0.0498,0.9812,1.1782
0.18239476867688487,0.2166,0.0638,0.9846,1.1374
0.18868424345884643,0.2186,0.0386,0.984,1.164
0.19497371824080797,0.2056,0.0288,0.9834,1.1602000000000001
0.20126319302276952,0.1996,0.0108,0.9812,1.1700000000000002
0.20755266780473106,0.205,-0.0104,0.9778,1.1932
0.2138421425866926,0.1842,-0.0256,0.9744,1.1842000000000001
0.22013161736865416,0.1916,-0.0308,0.9754,1.1978
0.2264210921506157,0.1762,-0.037,0.9756,1.1887999999999999
0.23271056693257725,0.186,-0.0452,0.9732,1.2044
0.2390000417145388,0.1542,-0.0596,0.9732,1.187
0.24528951649650035,0.1706,-0.097,0.9696,1.2372
0.2515789912784619,0.1426,-0.0832,0.9652,1.1909999999999998
0.25786846606042346,0.166,-0.1076,0.9664,1.24
0.264157940842385,0.143,-0.126,0.9632,1.2321999999999997
0.27044741562434654,0.1486,-0.1086,0.969,1.2262
0.2767368904063081,0.1508,-0.1294,0.9636,1.2438
0.2830263651882696,0.1298,-0.1638,0.9602,1.2538
0.2893158399702312,0.1486,-0.1624,0.9542,1.2652
0.2956053147521927,0.1024,-0.167,0.9554,1.2248
0.3018947895341543,0.1142,-0.1922,0.952,1.2584
0.30818426431611584,0.097,-0.2142,0.9568,1.268
0.31447373909807735,0.0888,-0.2042,0.9482,1.2412
