omega_tau,C_12,C_13,C_23,K_3
0.0,-1.0,-1.0,1.0,1.0
0.006289474781961547,-1.0,-0.9998,1.0,0.9998
0.012578949563923095,-1.0,-0.9998,0.9998,0.9996
0.018868424345884642,-1.0,-0.9996,0.9998,0.9994000000000001
0.02515789912784619,-0.9998,-0.9982,0.9994,0.9977999999999999
0.03144737390980774,-0.9994,-0.9982,0.999,0.9978
0.037736848691769284,-0.9998,-0.9976,0.9988,0.9966
0.04402632347373083,-0.9994,-0.9974,0.999,0.997
0.05031579825569238,-0.9982,-0.9952,0.9988,0.9958
0.056605273037653926,-0.9982,-0.9918,0.9988,0.9924000000000001
0.06289474781961547,-0.9974,-0.9916,0.9976,0.9918000000000001
0.06918422260157703,-0.9976,-0.9894,0.9974,0.9891999999999999
0.07547369738353857,-0.996,-0.9884,0.997,0.9894
0.08176317216550011,-0.9966,-0.988,0.9968,0.9882
0.08805264694746166,-0.9954,-0.9842,0.9958,0.9846
0.09434212172942322,-0.9948,-0.9798,0.9962,0.9812
0.10063159651138476,-0.9942,-0.977,0.995,0.9778
0.1069210712933463,-0.995,-0.9758,0.9942,0.975
0.11321054607530785,-0.9942,-0.9766,0.9924,0.9748
0.1195000208572694,-0.9924,-0.9718,0.992,0.9714
0.12578949563923095,-0.9922,-0.9686,0.9928,0.9692000000000001
0.1320789704211925,-0.9908,-0.969,0.9902,0.9683999999999999
0.13836844520315406,-0.9912,-0.9612,0.9912,0.9612
0.1446579199851156,-0.989,-0.9588,0.9876,0.9574
0.15094739476707714,-0.9886,-0.958,0.989,0.9583999999999999
0.15723686954903868,-0.9874,-0.9498,0.9892,0.9515999999999999
0.16352634433100022,-0.9862,-0.9508,0.988,0.9526
0.16981581911296179,-0.983,-0.942,0.9846,0.9436
0.17610529389492333,-0.9858,-0.941,0.9836,0.9388
0.18239476867688487,-0.986,-0.9326,0.9832,0.9298
0.18868424345884643,-0.984,-0.935,0.9816,0.9326000000000001
0.19497371824080797,-0.978,-0.9226,0.9852,0.9298
0.20126319302276952,-0.9788,-0.919,0.9786,0.9188000000000001
0.20755266780473106,-0.9806,-0.9148,0.9786,0.9128
0.2138421425866926,-0.9778,-0.9114,0.9762,0.9097999999999999
0.22013161736865416,-0.9732,-0.9068,0.9768,0.9104000000000001
0.2264210921506157,-0.9764,-0.8956,0.974,0.8931999999999999
0.23271056693257725,-0.9716,-0.8916,0.9774,0.8974
0.2390000417145388,-0.9744,-0.89,0.9696,0.8852
0.24528951649650035,-0.9698,-0.888,0.9692,0.8874
0.2515789912784619,-0.9716,-0.874,0.9674,0.8698
0.25786846606042346,-0.9672,-0.8854,0.965,0.8832
0.264157940842385,-0.9664,-0.8618,0.9664,0.8618
0.27044741562434654,-0.9644,-0.8602,0.9644,0.8602
0.2767368904063081,-0.9596,-0.855,0.9626,0.858
0.2830263651882696,-0.9582,-0.8332,0.9668,0.8418
0.2893158399702312,-0.9604,-0.8402,0.9624,0.8422
0.2956053147521927,-0.959,-0.8338,0.9532,0.8280000000000001
0.3018947895341543,-0.9514,-0.8184,0.9516,0.8186
0.30818426431611584,-0.946,-0.8222,0.955,0.8312
0.31447373909807735,-0.9484,-0.8164,0.9458,0.8138
0.3207632138800389,-0.9472,-0.8024,0.9468,0.8019999999999999
0.32705268866200043,-0.9434,-0.7978,0.9498,0.8041999999999999
0.333342163443962,-0.9418,-0.7876,0.945,0.7908
0.33963163822592357,-0.9358,-0.774,0.9486,0.7868
0.3459211130078851,-0.9436,-0.7692,0.9412,0.7668
0.35221058778984665,-0.9386,-0.7664,0.9366,0.7644
0.3585000625718082,-0.937,-0.7438,0.9286,0.7353999999999999
0.36478953735376973,-0.932,-0.7528,0.9264,0.7472
0.3710790121357313,-0.9242,-0.73,0.9348,0.7405999999999999
0.37736848691769287,-0.9316,-0.7324,0.9334,0.7342000000000001
0.3836579616996544,-0.9302,-0.727,0.926,0.7228
0.38994743648161595,-0.9268,-0.7022,0.9242,0.6996000000000001
0.39623691126357746,-0.9178,-0.7028,0.9176,0.7026
0.40252638604553903,-0.9194,-0.69,0.9244,0.695
0.4088158608275006,-0.9162,-0.6778,0.9176,0.6791999999999999
0.4151053356094621,-0.9174,-0.6758,0.9148,0.6731999999999999
0.4213948103914237,-0.9184,-0.6612,0.9132,0.656
0.4276842851733852,-0.912,-0.6576,0.915,0.6606
0.43397375995534676,-0.8984,-0.647,0.9064,0.655
0.44026323473730833,-0.9076,-0.6358,0.906,0.6342000000000001
0.44655270951926984,-0.9058,-0.618,0.9024,0.6145999999999999
0.4528421843012314,-0.9056,-0.6198,0.896,0.6102000000000001
